StateAbbr,StateDesc,CountyName,CountyFIPS,Geolocation,TotalPopulation,TotalPop18plus,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI
NE,Nebraska,Boone,31011,POINT (-98.0670398397718 41.7067895094831),5385,4082,28.2,"(22.9, 33.9)",30.2,"(24.7, 36.1)"
VA,Virginia,Scott,51169,POINT (-82.6027558666393 36.7140071334274),21476,17620,36.6,"(30.6, 43.9)",38.3,"(32.1, 45.7)"
OH,Ohio,Stark,39151,POINT (-81.3654802311805 40.8137809427166),372657,293217,34.6,"(30.4, 38.8)",35.8,"(31.5, 40.2)"
OH,Ohio,Marion,39101,POINT (-83.1608334768194 40.5872736718226),64642,50880,42.9,"(37.7, 48.1)",44.3,"(39.1, 49.6)"
IA,Iowa,Hardin,19083,POINT (-93.2403980725192 42.383903478645),16567,13522,30.9,"(24.9, 37.3)",32.8,"(26.5, 39.3)"
IL,Illinois,Stark,17175,POINT (-89.7976449615692 41.0932041768301),5345,4190,35.8,"(28.5, 43.4)",37.7,"(30.2, 45.5)"
FL,Florida,Hendry,12051,POINT (-81.1656946599271 26.5534136526158),41339,30959,42.9,"(36.0, 49.8)",43.2,"(36.4, 50.1)"
NC,North Carolina,Alexander,37003,POINT (-81.1770332718611 35.9204725331462),36512,29357,33.1,"(26.7, 40.1)",34.3,"(27.7, 41.4)"
PA,Pennsylvania,Northumberland,42097,POINT (-76.7090293492606 40.8515832628888),90133,72563,39.2,"(32.4, 46.2)",40.4,"(33.6, 47.4)"
ND,North Dakota,Stark,38089,POINT (-102.655043116578 46.8106409409199),32803,23812,31.8,"(26.7, 37.4)",32.5,"(27.2, 38.0)"
ND,North Dakota,McLean,38055,POINT (-101.321970767791 47.6070012811029),9824,7681,30.4,"(24.9, 36.6)",32.7,"(26.9, 39.2)"
MI,Michigan,Schoolcraft,26153,POINT (-86.1998498718029 46.1966612517026),8188,6720,35.0,"(28.3, 42.2)",37.3,"(30.3, 44.6)"
RI,Rhode Island,Newport,44005,POINT (-71.2390684086213 41.5566741642743),84481,71154,27.4,"(23.2, 32.3)",29.7,"(25.2, 34.7)"
TX,Texas,Stephens,48429,POINT (-98.8363206404331 32.7356283436368),9390,7434,38.8,"(31.6, 46.2)",40.1,"(32.8, 47.6)"
HI,Hawaii,Honolulu,15003,POINT (-157.974693402227 21.4587970621318),995638,791639,48.2,"(43.8, 52.8)",49.5,"(45.0, 54.1)"
TN,Tennessee,Morgan,47129,POINT (-84.6487183067747 36.135200185636),21224,17176,41.0,"(33.8, 48.6)",41.7,"(34.5, 49.3)"
MS,Mississippi,Leflore,28083,POINT (-90.3012066422155 33.5506161433252),26570,19181,42.0,"(34.9, 49.1)",42.8,"(35.7, 49.9)"
MS,Mississippi,Leake,28079,POINT (-89.5239889409247 32.7536024610201),21135,16333,39.9,"(32.7, 46.7)",40.8,"(33.6, 47.6)"
VA,Virginia,Alexandria,51510,POINT (-77.0855959007251 38.8183235184618),155525,127632,34.3,"(29.1, 40.2)",33.9,"(28.7, 39.7)"
TX,Texas,Hardeman,48197,POINT (-99.7457296802433 34.2902903445807),3516,2738,36.7,"(29.6, 44.2)",38.2,"(30.9, 45.9)"
ND,North Dakota,Benson,38005,POINT (-99.3657508558668 48.069371377325),5770,3770,39.9,"(32.8, 47.0)",41.2,"(34.0, 48.4)"
UT,Utah,Beaver,49001,POINT (-113.235121957133 38.3569295956319),7327,5225,35.2,"(28.7, 42.2)",35.8,"(29.3, 42.9)"
GA,Georgia,Ware,13299,POINT (-82.4236222762369 31.0547069599296),35614,26684,37.9,"(31.5, 44.6)",39.0,"(32.5, 45.7)"
AK,Alaska,Kodiak Island,2150,POINT (-153.789812278338 57.6808874751479),12720,9749,38.5,"(32.2, 44.8)",38.7,"(32.4, 45.0)"
KY,Kentucky,Henderson,21101,POINT (-87.5736419883092 37.7960717780832),44046,34196,41.0,"(33.7, 47.5)",42.4,"(34.9, 49.0)"
IN,Indiana,Delaware,18035,POINT (-85.3968769812267 40.2275345893972),112031,92091,38.7,"(32.9, 44.3)",40.5,"(34.6, 46.2)"
CA,California,Napa,6055,POINT (-122.330692396629 38.5067022702407),134300,108501,31.7,"(25.5, 38.4)",32.9,"(26.6, 39.7)"
LA,Louisiana,St. James,22093,POINT (-90.792998137832 30.026880112286),19423,15164,43.1,"(36.0, 50.8)",44.3,"(37.1, 52.0)"
MT,Montana,Flathead,30029,POINT (-114.049221286794 48.2950545655515),111814,87804,30.7,"(26.9, 35.0)",32.0,"(28.1, 36.4)"
SD,South Dakota,Stanley,46117,POINT (-100.735860132134 44.4124120835504),2999,2306,28.9,"(22.6, 35.9)",30.4,"(23.8, 37.6)"
IA,Iowa,Buchanan,19019,POINT (-91.8374750492687 42.4709698505337),20714,15473,34.7,"(28.7, 41.2)",35.4,"(29.3, 42.0)"
CO,Colorado,Montezuma,8083,POINT (-108.5965947187 37.3388455453748),26468,20965,29.8,"(24.3, 36.9)",31.3,"(25.5, 38.5)"
LA,Louisiana,Allen,22003,POINT (-92.8282364115945 30.6527548508191),22320,17202,39.1,"(32.2, 46.4)",39.4,"(32.5, 46.7)"
NC,North Carolina,Caswell,37033,POINT (-79.333539673756 36.393167608535),22614,18570,35.1,"(28.4, 42.2)",36.3,"(29.5, 43.6)"
ND,North Dakota,Divide,38023,POINT (-103.487209803816 48.8149695350934),2187,1660,30.4,"(24.1, 37.4)",31.9,"(25.5, 39.1)"
OK,Oklahoma,Carter,40019,POINT (-97.2858375656003 34.2509159186175),48510,36401,38.4,"(32.5, 44.7)",39.5,"(33.5, 45.8)"
VA,Virginia,Galax,51640,POINT (-80.9153595525534 36.6698785570371),6730,4984,37.1,"(30.2, 44.8)",38.1,"(31.1, 45.8)"
OH,Ohio,Tuscarawas,39157,POINT (-81.4739039664201 40.4409826688981),91937,71061,40.5,"(35.6, 45.4)",41.6,"(36.6, 46.5)"
OR,Oregon,Deschutes,41017,POINT (-121.227947893001 43.9148299481706),206549,167830,24.8,"(20.6, 29.4)",25.6,"(21.3, 30.2)"
PA,Pennsylvania,Carbon,42025,POINT (-75.7088963350179 40.9181345435535),65460,53135,37.6,"(30.7, 45.0)",38.8,"(31.8, 46.3)"
LA,Louisiana,East Feliciana,22037,POINT (-91.0454117732929 30.845210865263),19135,15880,43.0,"(36.3, 49.8)",43.9,"(37.1, 50.6)"
AR,Arkansas,Lincoln,5079,POINT (-91.7344327594591 33.9569870088292),12916,10898,42.6,"(35.5, 49.8)",43.0,"(35.9, 50.3)"
SD,South Dakota,Charles Mix,46023,POINT (-98.5876522699793 43.2078241837757),9213,6354,31.9,"(25.4, 38.4)",33.5,"(26.9, 40.2)"
CO,Colorado,Saguache,8109,POINT (-106.281125358106 38.080485475829),6623,5386,32.1,"(25.2, 39.4)",33.8,"(26.6, 41.2)"
MN,Minnesota,Kanabec,27065,POINT (-93.2932520851074 45.945210887007),16463,12924,31.7,"(26.1, 37.4)",33.1,"(27.4, 39.0)"
KY,Kentucky,Barren,21009,POINT (-85.9336697418024 36.9652737090174),44854,34367,41.2,"(34.3, 48.0)",42.4,"(35.4, 49.3)"
PA,Pennsylvania,McKean,42083,POINT (-78.5690193435198 41.8075917412225),39866,32229,36.0,"(29.1, 43.2)",37.5,"(30.4, 44.8)"
IL,Illinois,Edwards,17047,POINT (-88.053269013281 38.415936548251),6071,4726,34.6,"(27.6, 41.8)",36.3,"(29.2, 43.7)"
MT,Montana,Roosevelt,30085,POINT (-105.016582771659 48.2944953989966),10572,7010,42.1,"(35.9, 48.8)",42.5,"(36.2, 49.2)"
OH,Ohio,Morgan,39115,POINT (-81.8538156975972 39.6205109466093),13668,10826,39.2,"(32.8, 46.1)",40.6,"(34.2, 47.7)"
IN,Indiana,Montgomery,18107,POINT (-86.8933418094608 40.0403856714469),38273,29627,39.4,"(33.3, 46.0)",40.6,"(34.5, 47.2)"
MO,Missouri,Crawford,29055,POINT (-91.3041232404893 37.9765122409823),22659,17699,39.4,"(32.4, 46.9)",40.7,"(33.7, 48.3)"
NH,New Hampshire,Strafford,33017,POINT (-71.0288452054873 43.296922710922),132275,109065,30.8,"(27.0, 35.0)",32.0,"(28.1, 36.3)"
PA,Pennsylvania,Sullivan,42113,POINT (-76.5122542595733 41.446037851583),5855,5291,38.3,"(30.8, 45.8)",40.7,"(33.0, 48.4)"
TN,Tennessee,Van Buren,47175,POINT (-85.4530835156468 35.6957079836942),6429,5093,38.8,"(31.5, 46.2)",40.5,"(33.1, 47.8)"
TX,Texas,Martin,48317,POINT (-101.951315595518 32.3060050931202),5217,3528,38.9,"(31.5, 46.4)",39.0,"(31.6, 46.6)"
GA,Georgia,Franklin,13119,POINT (-83.2291794412893 34.3756736821183),24128,18879,36.4,"(29.7, 43.4)",37.7,"(30.9, 44.8)"
CT,Connecticut,South Central Connecticut,9170,POINT (-72.8438185185228 41.3613093948936),573244,461701,37.2,"(33.5, 41.3)",38.4,"(34.3, 42.6)"
NE,Nebraska,Pierce,31139,POINT (-97.6012319722309 42.2643702035229),7332,5459,28.6,"(23.0, 34.7)",29.7,"(24.0, 36.0)"
MI,Michigan,Luce,26095,POINT (-85.5444333572928 46.4705577788909),5330,4304,35.0,"(28.2, 42.7)",37.0,"(30.0, 44.9)"
MO,Missouri,Ste. Genevieve,29186,POINT (-90.1945976236472 37.8943240271323),18644,14699,37.5,"(30.7, 44.8)",38.6,"(31.7, 45.9)"
NC,North Carolina,Northampton,37131,POINT (-77.3963332385957 36.4178811426774),16779,13851,38.1,"(30.8, 45.4)",40.1,"(32.7, 47.4)"
SD,South Dakota,Edmunds,46045,POINT (-99.2153509873783 45.4186211046117),4065,3167,29.0,"(23.1, 35.2)",31.1,"(24.9, 37.5)"
NE,Nebraska,Dawes,31045,POINT (-103.135412749731 42.7200608375704),8241,6769,32.7,"(26.6, 39.4)",34.8,"(28.5, 41.7)"
OK,Oklahoma,Ellis,40045,POINT (-99.7547202594407 36.2183250916209),3657,2861,34.8,"(28.0, 42.3)",36.4,"(29.5, 44.2)"
TX,Texas,Bandera,48019,POINT (-99.2461161455462 29.7470267929359),22115,18382,35.9,"(29.3, 42.7)",38.2,"(31.5, 45.2)"
PA,Pennsylvania,Butler,42019,POINT (-79.9132626491296 40.9120032618258),197300,160035,36.1,"(30.1, 42.5)",37.7,"(31.6, 44.2)"
GA,Georgia,DeKalb,13089,POINT (-84.2263845160089 33.7713752418002),762820,593226,37.0,"(32.6, 41.6)",37.0,"(32.6, 41.6)"
IA,Iowa,Harrison,19085,POINT (-95.8167226043331 41.6829636707622),14658,11254,33.4,"(27.1, 40.1)",34.8,"(28.2, 41.5)"
GA,Georgia,Carroll,13045,POINT (-85.0798243523077 33.582899616985),124592,95278,33.9,"(28.4, 40.6)",34.5,"(29.0, 41.2)"
AL,Alabama,Jefferson,1073,POINT (-86.896632302754 33.554557948471),665409,515688,37.6,"(33.6, 41.9)",38.4,"(34.4, 42.7)"
KS,Kansas,Reno,20155,POINT (-98.086052460433 37.9529762618218),61516,48058,38.4,"(33.9, 42.9)",39.9,"(35.4, 44.6)"
WA,Washington,Skagit,53057,POINT (-121.732333093831 48.4795962795731),131179,103882,30.5,"(26.5, 34.5)",32.2,"(28.0, 36.3)"
TX,Texas,Reeves,48389,POINT (-103.693263385087 31.3228970146081),12905,9729,40.9,"(33.5, 48.7)",41.1,"(33.7, 48.8)"
KS,Kansas,Miami,20121,POINT (-94.8381736354234 38.5636783083396),34867,26786,32.5,"(27.4, 38.2)",33.3,"(28.1, 39.0)"
KY,Kentucky,Rowan,21205,POINT (-83.4210384555756 38.1967567956103),24388,19568,40.0,"(33.7, 46.0)",41.7,"(35.3, 47.8)"
AR,Arkansas,Polk,5113,POINT (-94.2282210393227 34.4858592435429),19337,15084,37.3,"(31.0, 44.2)",39.3,"(32.8, 46.2)"
IA,Iowa,Howard,19089,POINT (-92.3171182025825 43.356772932656),9533,7132,32.0,"(25.4, 39.1)",32.7,"(26.1, 40.0)"
CO,Colorado,Dolores,8033,POINT (-108.517382189661 37.7520546286538),2455,2035,30.5,"(23.9, 37.2)",32.2,"(25.4, 39.1)"
LA,Louisiana,Morehouse,22067,POINT (-91.8017887618727 32.8198832808812),24446,18783,44.5,"(37.5, 51.5)",46.3,"(39.1, 53.3)"
TX,Texas,Dickens,48125,POINT (-100.77888550046 33.6161682203938),1726,1404,35.9,"(28.7, 43.4)",38.0,"(30.6, 45.7)"
AR,Arkansas,Jefferson,5069,POINT (-91.9306504433258 34.2684876070299),64246,50524,45.0,"(39.4, 50.8)",46.7,"(41.0, 52.5)"
MA,Massachusetts,Norfolk,25021,POINT (-71.2079315371717 42.1619857272555),725531,578736,32.9,"(29.2, 37.1)",33.7,"(29.9, 37.9)"
OR,Oregon,Marion,41047,POINT (-122.584363912766 44.9033832526733),346703,265675,34.2,"(30.2, 38.5)",34.9,"(30.9, 39.3)"
CO,Colorado,Huerfano,8055,POINT (-104.960396570107 37.6847024312254),7082,5950,30.4,"(24.3, 36.8)",32.6,"(26.2, 39.2)"
AL,Alabama,Geneva,1061,POINT (-85.8396481010202 31.0950365894133),26783,20925,40.2,"(33.2, 47.2)",41.2,"(34.2, 48.3)"
MO,Missouri,Madison,29123,POINT (-90.3449925444979 37.4780468766804),12753,9897,37.3,"(30.4, 44.5)",38.8,"(31.8, 46.2)"
MN,Minnesota,Wadena,27159,POINT (-94.9695492629098 46.5858860394597),14307,10540,29.9,"(24.0, 36.2)",31.2,"(25.2, 37.7)"
AL,Alabama,Morgan,1103,POINT (-86.8530296512976 34.453569812448),124211,95875,38.7,"(32.5, 45.1)",39.6,"(33.4, 46.0)"
MT,Montana,Liberty,30051,POINT (-111.023099146745 48.5619202566566),1972,1533,35.8,"(29.1, 43.1)",37.5,"(30.5, 44.8)"
IA,Iowa,Delaware,19055,POINT (-91.3670993505697 42.471259321315),17568,13516,29.9,"(23.6, 36.7)",31.5,"(25.0, 38.7)"
TN,Tennessee,White,47185,POINT (-85.4547326738856 35.9262298617903),28064,22072,37.8,"(31.4, 45.8)",39.2,"(32.7, 47.2)"
WI,Wisconsin,Racine,55101,POINT (-88.0615110425471 42.7474549331325),195846,151617,36.0,"(32.1, 40.0)",37.3,"(33.2, 41.3)"
MO,Missouri,Warren,29219,POINT (-91.1607703978318 38.7645744472985),37260,28694,36.7,"(29.9, 43.6)",37.7,"(30.9, 44.7)"
MN,Minnesota,Renville,27129,POINT (-94.9467488296717 44.7268324539775),14525,11183,29.6,"(24.0, 36.0)",31.0,"(25.1, 37.5)"
TX,Texas,Franklin,48159,POINT (-95.218562136449 33.1757036707702),10618,8264,34.2,"(27.1, 41.2)",36.1,"(28.8, 43.3)"
VA,Virginia,Virginia Beach,51810,POINT (-76.0436032556912 36.7335606676589),455618,356711,37.0,"(32.9, 41.3)",37.3,"(33.2, 41.6)"
GA,Georgia,Burke,13033,POINT (-82.00069347969 33.0613394728213),24388,18410,41.5,"(34.5, 48.5)",42.4,"(35.4, 49.4)"
NY,New York,Schenectady,36093,POINT (-74.0585539957587 42.818072641015),160093,126251,38.6,"(32.9, 44.5)",39.6,"(33.8, 45.5)"
VT,Vermont,Lamoille,50015,POINT (-72.6417604693676 44.6070889416204),26090,20950,29.9,"(25.6, 34.8)",30.8,"(26.4, 35.8)"
TX,Texas,Smith,48423,POINT (-95.2689903320297 32.3753231431175),241922,183832,39.1,"(32.7, 45.9)",40.1,"(33.6, 46.8)"
IA,Iowa,Marshall,19127,POINT (-92.998918907373 42.0358562892841),39879,29770,33.9,"(29.4, 38.4)",35.1,"(30.6, 39.7)"
CA,California,Butte,6007,POINT (-121.60115169224 39.6663795928272),207303,165784,32.5,"(26.3, 38.9)",33.7,"(27.4, 40.2)"
ND,North Dakota,Golden Valley,38033,POINT (-103.846613268804 46.9402478503952),1744,1408,32.2,"(26.1, 39.5)",34.0,"(27.7, 41.6)"
MI,Michigan,Presque Isle,26141,POINT (-83.9181089917579 45.3402786999945),13361,11319,32.9,"(26.3, 40.3)",35.7,"(28.7, 43.4)"
NC,North Carolina,Watauga,37189,POINT (-81.6965516146841 36.2310171963868),55089,48616,29.9,"(23.7, 36.5)",32.1,"(25.7, 38.9)"
MO,Missouri,Hickory,29085,POINT (-93.3206021082555 37.9409307564878),8630,7118,37.5,"(30.5, 44.6)",41.0,"(33.6, 48.3)"
AR,Arkansas,Washington,5143,POINT (-94.2156793425187 35.9788480792297),256054,196886,34.7,"(30.1, 39.1)",35.3,"(30.7, 39.6)"
AL,Alabama,Covington,1039,POINT (-86.451444907521 31.2486200676573),37602,29340,34.5,"(28.3, 41.0)",36.6,"(30.2, 43.3)"
NE,Nebraska,Clay,31035,POINT (-98.0513042084364 40.5244040381913),6049,4553,29.9,"(23.9, 36.4)",31.3,"(25.0, 37.9)"
GA,Georgia,Coffee,13069,POINT (-82.8493988376197 31.5492785823229),43172,32658,36.2,"(30.0, 43.0)",36.6,"(30.4, 43.5)"
WY,Wyoming,Lincoln,56023,POINT (-110.65625410799 42.2639412641557),20660,15462,31.1,"(25.8, 36.8)",32.1,"(26.8, 38.0)"
MI,Michigan,Cheboygan,26031,POINT (-84.4999100423814 45.4468981594658),25940,22032,32.3,"(26.2, 39.3)",34.0,"(27.8, 41.1)"
IN,Indiana,Whitley,18183,POINT (-85.5049954942885 41.1392446489357),34627,26755,35.2,"(29.0, 41.5)",36.4,"(30.0, 42.9)"
OH,Ohio,Auglaize,39011,POINT (-84.2217028293862 40.5608789781255),45948,35074,37.3,"(31.9, 42.9)",38.5,"(33.1, 44.3)"
IA,Iowa,Polk,19153,POINT (-93.573526118271 41.6854989182508),501089,381192,35.0,"(31.6, 38.4)",35.3,"(31.8, 38.7)"
NV,Nevada,Lincoln,32017,POINT (-114.877260167414 37.6434139651124),4482,3541,36.8,"(28.8, 45.5)",38.6,"(30.4, 47.6)"
TX,Texas,Wilbarger,48487,POINT (-99.2410421710435 34.0808690449227),12491,9861,39.5,"(32.9, 46.5)",40.6,"(34.0, 47.6)"
IA,Iowa,Plymouth,19149,POINT (-96.2141312816604 42.7377983230567),25681,19373,31.2,"(26.0, 37.0)",32.8,"(27.5, 38.7)"
MS,Mississippi,Webster,28155,POINT (-89.2850039223737 33.6131371808614),9993,7626,35.0,"(28.1, 42.0)",35.8,"(28.9, 43.0)"
FL,Florida,Pinellas,12103,POINT (-82.7301572394225 27.9264311887689),961739,815198,36.0,"(31.0, 41.0)",38.0,"(32.9, 43.1)"
IL,Illinois,Calhoun,17013,POINT (-90.6674655170248 39.1691172596938),4360,3485,33.1,"(26.5, 40.6)",34.7,"(27.8, 42.3)"
WI,Wisconsin,Dodge,55027,POINT (-88.7074335013507 43.416249353835),88282,71341,36.0,"(30.9, 41.4)",36.9,"(31.8, 42.4)"
IN,Indiana,Jasper,18073,POINT (-87.1160051742917 41.0230925834005),33281,25735,39.0,"(32.5, 45.8)",39.8,"(33.2, 46.6)"
ID,Idaho,Butte,16023,POINT (-113.172240946054 43.7230523109228),2684,2082,33.0,"(26.4, 40.1)",34.7,"(28.0, 41.8)"
TX,Texas,Hopkins,48223,POINT (-95.5639385423983 33.1495667219792),37804,28751,36.8,"(29.3, 44.8)",38.1,"(30.5, 46.1)"
WV,West Virginia,Lincoln,54043,POINT (-82.0709294651021 38.1746145924151),19901,15573,43.5,"(37.0, 50.3)",44.7,"(38.1, 51.6)"
CO,Colorado,Teller,8119,POINT (-105.161681803813 38.8823103008979),24857,20783,31.2,"(25.1, 37.5)",32.6,"(26.3, 39.0)"
MS,Mississippi,Jones,28067,POINT (-89.1688244706911 31.6225661020682),66569,50242,31.1,"(25.8, 36.7)",32.2,"(26.8, 37.9)"
NY,New York,Nassau,36059,POINT (-73.586732622053 40.7356883467943),1383726,1090558,40.8,"(37.2, 44.3)",41.8,"(38.2, 45.3)"
CA,California,Merced,6047,POINT (-120.717750083358 37.1917830406782),290014,207099,38.7,"(32.0, 45.5)",38.9,"(32.3, 45.7)"
TX,Texas,Travis,48453,POINT (-97.7818425836313 30.3346898284573),1326436,1062155,32.3,"(29.1, 35.7)",31.8,"(28.6, 35.2)"
UT,Utah,Summit,49043,POINT (-110.955906614026 40.8681452953151),43036,33352,25.5,"(21.1, 30.3)",25.8,"(21.3, 30.7)"
FL,Florida,Brevard,12009,POINT (-80.7322290402972 28.2934562139849),630693,517814,33.4,"(28.5, 38.5)",35.6,"(30.5, 40.8)"
AZ,Arizona,Pima,4019,POINT (-111.790179841763 32.0975237350697),1057597,850216,37.0,"(33.2, 40.9)",38.8,"(34.9, 42.7)"
CA,California,Trinity,6105,POINT (-123.11262600912 40.6509037984655),15781,13039,33.0,"(26.2, 40.3)",35.3,"(28.3, 42.9)"
CA,California,Ventura,6111,POINT (-119.084850170138 34.4542154266373),832605,652677,33.5,"(28.8, 38.7)",34.1,"(29.4, 39.4)"
AL,Alabama,Blount,1009,POINT (-86.5674545509626 33.9808484356408),59512,46000,36.5,"(29.8, 43.3)",37.6,"(30.8, 44.5)"
CO,Colorado,Pitkin,8097,POINT (-106.915848520369 39.2174583094125),16876,14400,24.8,"(19.4, 30.6)",25.9,"(20.4, 31.9)"
OK,Oklahoma,Stephens,40137,POINT (-97.8514902603773 34.4856199944378),43710,33851,33.7,"(28.0, 40.2)",35.0,"(29.1, 41.5)"
AR,Arkansas,Conway,5029,POINT (-92.701239973211 35.2625436321328),21046,16346,39.5,"(32.5, 47.0)",40.8,"(33.5, 48.3)"
SD,South Dakota,Lincoln,46083,POINT (-96.7217395498487 43.2788680412912),70987,52308,26.6,"(23.3, 30.1)",26.9,"(23.6, 30.4)"
KS,Kansas,Ford,20057,POINT (-99.8881356266966 37.6918220146575),33848,23884,37.8,"(32.3, 43.9)",38.3,"(32.7, 44.4)"
IA,Iowa,Buena Vista,19021,POINT (-95.1507914429993 42.7354705889811),20600,15168,33.7,"(28.3, 39.1)",34.9,"(29.4, 40.4)"
NC,North Carolina,Wilson,37195,POINT (-77.9185488995394 35.7052197078408),78449,60652,36.7,"(30.3, 44.0)",38.1,"(31.5, 45.5)"
AR,Arkansas,Fulton,5049,POINT (-91.817888079321 36.3816206347765),12382,9746,39.1,"(32.2, 45.9)",41.2,"(33.9, 48.1)"
MN,Minnesota,Mille Lacs,27095,POINT (-93.630079560302 45.9379628282589),27280,20953,33.8,"(28.3, 39.6)",34.6,"(29.1, 40.4)"
MI,Michigan,Wayne,26163,POINT (-83.2821975006382 42.2817659645939),1757043,1345110,41.3,"(38.1, 44.5)",42.1,"(38.9, 45.3)"
FL,Florida,Gilchrist,12041,POINT (-82.8005068163017 29.7256259792594),18992,15076,38.3,"(32.0, 44.7)",39.5,"(33.2, 45.9)"
NM,New Mexico,Otero,35035,POINT (-105.741478524611 32.6132896393527),68823,53831,34.3,"(28.7, 40.2)",35.4,"(29.7, 41.4)"
MO,Missouri,Buchanan,29021,POINT (-94.8058879359466 39.6597323205238),82911,64391,39.0,"(33.6, 44.4)",39.9,"(34.5, 45.3)"
NE,Nebraska,Antelope,31003,POINT (-98.0666055560405 42.1769700413297),6293,4740,28.3,"(22.6, 34.4)",30.5,"(24.5, 37.0)"
SC,South Carolina,Dillon,45033,POINT (-79.3786776187138 34.3915895870887),27738,20770,39.9,"(33.6, 46.7)",41.0,"(34.7, 47.9)"
OK,Oklahoma,Okfuskee,40107,POINT (-96.3229765670067 35.4655066007963),11134,8630,38.8,"(31.7, 46.2)",39.7,"(32.5, 47.2)"
GA,Georgia,Quitman,13239,POINT (-85.0189983914636 31.8659717322447),2249,1837,39.4,"(32.2, 46.7)",42.8,"(35.3, 50.3)"
CO,Colorado,Garfield,8045,POINT (-107.902832233474 39.5991303693962),62271,47341,26.6,"(21.4, 32.1)",26.9,"(21.6, 32.4)"
FL,Florida,Levy,12075,POINT (-82.7424033737084 29.3191355718998),45260,36517,39.8,"(34.5, 44.8)",41.5,"(36.0, 46.6)"
AK,Alaska,Juneau,2110,POINT (-134.172902838081 58.4491350384727),31685,25234,32.6,"(28.1, 37.1)",32.8,"(28.3, 37.4)"
OR,Oregon,Hood River,41027,POINT (-121.651188704787 45.519131602258),24048,18721,29.2,"(23.6, 35.6)",29.8,"(24.1, 36.3)"
IA,Iowa,Cerro Gordo,19033,POINT (-93.2607681251857 43.0815719982404),42409,33640,30.7,"(25.7, 36.0)",32.3,"(27.1, 37.7)"
CA,California,El Dorado,6017,POINT (-120.524584137234 38.7786875121222),192646,155421,32.1,"(26.5, 38.4)",33.8,"(28.1, 40.3)"
TX,Texas,Terrell,48443,POINT (-102.076351165214 30.2251185411678),693,567,34.3,"(27.5, 41.7)",37.3,"(30.2, 45.0)"
GA,Georgia,Early,13099,POINT (-84.9030717223514 31.3232131428873),10574,8009,42.5,"(35.4, 49.9)",44.2,"(37.0, 51.7)"
MN,Minnesota,Dodge,27039,POINT (-92.862155000453 44.0225094597184),20981,15784,29.8,"(23.8, 36.3)",30.2,"(24.2, 36.8)"
NE,Nebraska,Grant,31075,POINT (-101.740672839089 41.9152729919026),576,434,29.3,"(23.0, 36.3)",30.4,"(24.0, 37.5)"
OH,Ohio,Fulton,39051,POINT (-84.1297060031289 41.6019480693719),42171,32496,36.7,"(30.1, 43.7)",37.7,"(31.0, 44.8)"
TX,Texas,Concho,48095,POINT (-99.8639438228882 31.3266769939656),3340,2727,39.3,"(35.4, 43.2)",41.5,"(37.5, 45.5)"
MO,Missouri,Ozark,29153,POINT (-92.4446935899053 36.6492921029585),8940,7219,38.7,"(31.6, 46.3)",41.2,"(34.0, 48.9)"
TX,Texas,Oldham,48359,POINT (-102.602717239407 35.4042067175398),1752,1390,37.2,"(30.1, 44.9)",37.6,"(30.4, 45.3)"
LA,Louisiana,Vernon,22115,POINT (-93.1838589354509 31.1086566367239),47247,35323,41.9,"(35.1, 48.5)",42.3,"(35.4, 48.9)"
KS,Kansas,Butler,20015,POINT (-96.8390701129954 37.7811727404014),68240,51536,36.7,"(31.9, 41.2)",37.3,"(32.5, 41.9)"
GA,Georgia,Lanier,13173,POINT (-83.0633238324948 31.0385537150678),10171,7781,39.2,"(32.3, 46.7)",39.6,"(32.6, 47.1)"
MS,Mississippi,Carroll,28015,POINT (-89.9204270388898 33.4488166190492),9731,8062,37.4,"(30.8, 44.5)",39.3,"(32.5, 46.6)"
IN,Indiana,Ripley,18137,POINT (-85.2622648746429 39.1035416058739),29087,22272,37.6,"(31.0, 45.0)",38.6,"(31.9, 46.0)"
SD,South Dakota,Potter,46107,POINT (-99.9571096504937 45.0644968809684),2438,1898,27.7,"(21.7, 34.5)",29.6,"(23.3, 36.7)"
KY,Kentucky,Larue,21123,POINT (-85.6975773220198 37.5455084535106),15163,11759,43.5,"(36.1, 51.4)",44.5,"(37.1, 52.4)"
NJ,New Jersey,Morris,34027,POINT (-74.5446997444167 40.8621583671024),511151,407308,33.4,"(29.3, 37.7)",34.3,"(30.1, 38.6)"
IL,Illinois,Montgomery,17135,POINT (-89.4790825894756 39.2309933254058),28020,22427,34.8,"(27.6, 42.7)",36.1,"(28.6, 44.0)"
SD,South Dakota,Bennett,46007,POINT (-101.664093273179 43.1951098467929),3336,2269,31.3,"(26.3, 36.1)",32.2,"(27.2, 37.2)"
IL,Illinois,Williamson,17199,POINT (-88.9299128376957 37.730295038346),66695,52567,37.2,"(30.0, 44.6)",38.5,"(31.1, 45.9)"
KY,Kentucky,Gallatin,21077,POINT (-84.8595180021621 38.7575987484902),8763,6714,44.6,"(36.9, 52.0)",45.1,"(37.4, 52.4)"
WA,Washington,Columbia,53013,POINT (-117.90778452671 46.2978695308473),4026,3331,28.4,"(23.2, 33.7)",30.8,"(25.3, 36.3)"
MI,Michigan,Midland,26111,POINT (-84.3881583598671 43.6467992443739),83674,66413,29.6,"(24.5, 35.3)",30.6,"(25.5, 36.4)"
